COU,Country,POL,Pollutant,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
FRA,France,SOX,Sulphur Oxides,STAT_COMB,Combustion,2016,2016,TONNE,Tonnes,3,Thousands,,,94.717,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB,Combustion,2017,2017,TONNE,Tonnes,3,Thousands,,,90.631,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB,Combustion,2018,2018,TONNE,Tonnes,3,Thousands,,,84.867,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB,Combustion,2019,2019,TONNE,Tonnes,3,Thousands,,,70.534,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1990,1990,TONNE,Tonnes,3,Thousands,,,502.756,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1991,1991,TONNE,Tonnes,3,Thousands,,,605.198,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1992,1992,TONNE,Tonnes,3,Thousands,,,484.508,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1993,1993,TONNE,Tonnes,3,Thousands,,,449.959,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1994,1994,TONNE,Tonnes,3,Thousands,,,433.586,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1995,1995,TONNE,Tonnes,3,Thousands,,,420.517,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1996,1996,TONNE,Tonnes,3,Thousands,,,419.211,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1997,1997,TONNE,Tonnes,3,Thousands,,,382.629,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1998,1998,TONNE,Tonnes,3,Thousands,,,357.995,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,1999,1999,TONNE,Tonnes,3,Thousands,,,327.414,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2000,2000,TONNE,Tonnes,3,Thousands,,,259.672,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2001,2001,TONNE,Tonnes,3,Thousands,,,250.082,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2002,2002,TONNE,Tonnes,3,Thousands,,,223.288,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2003,2003,TONNE,Tonnes,3,Thousands,,,195.365,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2004,2004,TONNE,Tonnes,3,Thousands,,,186.518,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2005,2005,TONNE,Tonnes,3,Thousands,,,179.754,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2006,2006,TONNE,Tonnes,3,Thousands,,,179.117,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2007,2007,TONNE,Tonnes,3,Thousands,,,166.262,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2008,2008,TONNE,Tonnes,3,Thousands,,,148.152,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2009,2009,TONNE,Tonnes,3,Thousands,,,125.451,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2010,2010,TONNE,Tonnes,3,Thousands,,,118.254,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2011,2011,TONNE,Tonnes,3,Thousands,,,105.076,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2012,2012,TONNE,Tonnes,3,Thousands,,,96.52,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2013,2013,TONNE,Tonnes,3,Thousands,,,85.487,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2014,2014,TONNE,Tonnes,3,Thousands,,,79.956,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2015,2015,TONNE,Tonnes,3,Thousands,,,77.477,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2016,2016,TONNE,Tonnes,3,Thousands,,,76.074,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2017,2017,TONNE,Tonnes,3,Thousands,,,72.528,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2018,2018,TONNE,Tonnes,3,Thousands,,,68.251,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_IND,Industrial combustion,2019,2019,TONNE,Tonnes,3,Thousands,,,54.747,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1990,1990,TONNE,Tonnes,3,Thousands,,,151.059,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1991,1991,TONNE,Tonnes,3,Thousands,,,146.237,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1992,1992,TONNE,Tonnes,3,Thousands,,,118.869,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1993,1993,TONNE,Tonnes,3,Thousands,,,103.786,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1994,1994,TONNE,Tonnes,3,Thousands,,,83.495,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1995,1995,TONNE,Tonnes,3,Thousands,,,67.684,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1996,1996,TONNE,Tonnes,3,Thousands,,,71.137,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1997,1997,TONNE,Tonnes,3,Thousands,,,63.019,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1998,1998,TONNE,Tonnes,3,Thousands,,,74.667,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,1999,1999,TONNE,Tonnes,3,Thousands,,,75.507,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2000,2000,TONNE,Tonnes,3,Thousands,,,67.34,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2001,2001,TONNE,Tonnes,3,Thousands,,,67.68,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2002,2002,TONNE,Tonnes,3,Thousands,,,57.619,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2003,2003,TONNE,Tonnes,3,Thousands,,,59.847,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2004,2004,TONNE,Tonnes,3,Thousands,,,57.619,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2005,2005,TONNE,Tonnes,3,Thousands,,,56.746,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2006,2006,TONNE,Tonnes,3,Thousands,,,51.915,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2007,2007,TONNE,Tonnes,3,Thousands,,,47.016,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2008,2008,TONNE,Tonnes,3,Thousands,,,35.52,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2009,2009,TONNE,Tonnes,3,Thousands,,,31.491,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2010,2010,TONNE,Tonnes,3,Thousands,,,27.848,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2011,2011,TONNE,Tonnes,3,Thousands,,,21.961,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2012,2012,TONNE,Tonnes,3,Thousands,,,23.344,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2013,2013,TONNE,Tonnes,3,Thousands,,,23.957,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2014,2014,TONNE,Tonnes,3,Thousands,,,19.725,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2015,2015,TONNE,Tonnes,3,Thousands,,,19.902,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2016,2016,TONNE,Tonnes,3,Thousands,,,18.643,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2017,2017,TONNE,Tonnes,3,Thousands,,,18.104,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2018,2018,TONNE,Tonnes,3,Thousands,,,16.616,,
FRA,France,SOX,Sulphur Oxides,STAT_COMB_OTHER,Other combustion,2019,2019,TONNE,Tonnes,3,Thousands,,,15.787,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1990,1990,TONNE,Tonnes,3,Thousands,,,34.776,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1991,1991,TONNE,Tonnes,3,Thousands,,,33.228,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1992,1992,TONNE,Tonnes,3,Thousands,,,28.416,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1993,1993,TONNE,Tonnes,3,Thousands,,,24.199,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1994,1994,TONNE,Tonnes,3,Thousands,,,23.026,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1995,1995,TONNE,Tonnes,3,Thousands,,,23.367,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1996,1996,TONNE,Tonnes,3,Thousands,,,22.097,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1997,1997,TONNE,Tonnes,3,Thousands,,,23.001,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1998,1998,TONNE,Tonnes,3,Thousands,,,23.495,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,1999,1999,TONNE,Tonnes,3,Thousands,,,22.7,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2000,2000,TONNE,Tonnes,3,Thousands,,,25.583,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2001,2001,TONNE,Tonnes,3,Thousands,,,24.419,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2002,2002,TONNE,Tonnes,3,Thousands,,,28.094,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2003,2003,TONNE,Tonnes,3,Thousands,,,20.376,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2004,2004,TONNE,Tonnes,3,Thousands,,,19.554,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2005,2005,TONNE,Tonnes,3,Thousands,,,17.988,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2006,2006,TONNE,Tonnes,3,Thousands,,,17.331,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2007,2007,TONNE,Tonnes,3,Thousands,,,15.485,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2008,2008,TONNE,Tonnes,3,Thousands,,,13.992,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2009,2009,TONNE,Tonnes,3,Thousands,,,10.66,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2010,2010,TONNE,Tonnes,3,Thousands,,,10.321,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2011,2011,TONNE,Tonnes,3,Thousands,,,10.514,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2012,2012,TONNE,Tonnes,3,Thousands,,,9.977,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2013,2013,TONNE,Tonnes,3,Thousands,,,9.8,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2014,2014,TONNE,Tonnes,3,Thousands,,,11.098,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2015,2015,TONNE,Tonnes,3,Thousands,,,11.009,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2016,2016,TONNE,Tonnes,3,Thousands,,,11.684,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2017,2017,TONNE,Tonnes,3,Thousands,,,10.842,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2018,2018,TONNE,Tonnes,3,Thousands,,,9.94,,
FRA,France,SOX,Sulphur Oxides,STAT_IND_PROC,Industrial processes and product use,2019,2019,TONNE,Tonnes,3,Thousands,,,9.281,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1990,1990,TONNE,Tonnes,3,Thousands,,,95.682,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1991,1991,TONNE,Tonnes,3,Thousands,,,79.927,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1992,1992,TONNE,Tonnes,3,Thousands,,,80.465,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1993,1993,TONNE,Tonnes,3,Thousands,,,73.644,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1994,1994,TONNE,Tonnes,3,Thousands,,,66.719,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1995,1995,TONNE,Tonnes,3,Thousands,,,70.268,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1996,1996,TONNE,Tonnes,3,Thousands,,,70.237,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1997,1997,TONNE,Tonnes,3,Thousands,,,73.255,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1998,1998,TONNE,Tonnes,3,Thousands,,,70.757,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,1999,1999,TONNE,Tonnes,3,Thousands,,,70.741,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2000,2000,TONNE,Tonnes,3,Thousands,,,75.497,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2001,2001,TONNE,Tonnes,3,Thousands,,,61.824,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2002,2002,TONNE,Tonnes,3,Thousands,,,55.785,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2003,2003,TONNE,Tonnes,3,Thousands,,,53.36,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2004,2004,TONNE,Tonnes,3,Thousands,,,61.252,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2005,2005,TONNE,Tonnes,3,Thousands,,,62.217,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2006,2006,TONNE,Tonnes,3,Thousands,,,57.906,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2007,2007,TONNE,Tonnes,3,Thousands,,,56.527,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2008,2008,TONNE,Tonnes,3,Thousands,,,54.478,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2009,2009,TONNE,Tonnes,3,Thousands,,,41.242,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2010,2010,TONNE,Tonnes,3,Thousands,,,37.027,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2011,2011,TONNE,Tonnes,3,Thousands,,,36.462,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2012,2012,TONNE,Tonnes,3,Thousands,,,25.708,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2013,2013,TONNE,Tonnes,3,Thousands,,,23.93,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2014,2014,TONNE,Tonnes,3,Thousands,,,19.409,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2015,2015,TONNE,Tonnes,3,Thousands,,,20.311,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2016,2016,TONNE,Tonnes,3,Thousands,,,18.387,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2017,2017,TONNE,Tonnes,3,Thousands,,,15.744,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2018,2018,TONNE,Tonnes,3,Thousands,,,17.636,,
FRA,France,SOX,Sulphur Oxides,MISC,Miscellaneous,2019,2019,TONNE,Tonnes,3,Thousands,,,12.193,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1990,1990,TONNE,Tonnes,3,Thousands,,,0.39,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1991,1991,TONNE,Tonnes,3,Thousands,,,0.399,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1992,1992,TONNE,Tonnes,3,Thousands,,,0.397,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1993,1993,TONNE,Tonnes,3,Thousands,,,0.381,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1994,1994,TONNE,Tonnes,3,Thousands,,,0.395,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1995,1995,TONNE,Tonnes,3,Thousands,,,0.385,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1996,1996,TONNE,Tonnes,3,Thousands,,,0.411,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1997,1997,TONNE,Tonnes,3,Thousands,,,0.403,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1998,1998,TONNE,Tonnes,3,Thousands,,,0.431,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,1999,1999,TONNE,Tonnes,3,Thousands,,,0.421,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2000,2000,TONNE,Tonnes,3,Thousands,,,0.423,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2001,2001,TONNE,Tonnes,3,Thousands,,,0.352,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2002,2002,TONNE,Tonnes,3,Thousands,,,0.354,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2003,2003,TONNE,Tonnes,3,Thousands,,,0.281,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2004,2004,TONNE,Tonnes,3,Thousands,,,0.285,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2005,2005,TONNE,Tonnes,3,Thousands,,,0.238,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2006,2006,TONNE,Tonnes,3,Thousands,,,0.237,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2007,2007,TONNE,Tonnes,3,Thousands,,,0.227,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2008,2008,TONNE,Tonnes,3,Thousands,,,0.245,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2009,2009,TONNE,Tonnes,3,Thousands,,,0.249,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2010,2010,TONNE,Tonnes,3,Thousands,,,0.242,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2011,2011,TONNE,Tonnes,3,Thousands,,,0.227,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2012,2012,TONNE,Tonnes,3,Thousands,,,0.218,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2013,2013,TONNE,Tonnes,3,Thousands,,,0.193,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2014,2014,TONNE,Tonnes,3,Thousands,,,0.186,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2015,2015,TONNE,Tonnes,3,Thousands,,,0.183,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2016,2016,TONNE,Tonnes,3,Thousands,,,0.15,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2017,2017,TONNE,Tonnes,3,Thousands,,,0.171,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2018,2018,TONNE,Tonnes,3,Thousands,,,0.161,,
FRA,France,SOX,Sulphur Oxides,MISC_AGR,Agriculture,2019,2019,TONNE,Tonnes,3,Thousands,,,0.172,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1990,1990,TONNE,Tonnes,3,Thousands,,,3.489,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1991,1991,TONNE,Tonnes,3,Thousands,,,3.479,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1992,1992,TONNE,Tonnes,3,Thousands,,,3.503,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1993,1993,TONNE,Tonnes,3,Thousands,,,3.523,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1994,1994,TONNE,Tonnes,3,Thousands,,,3.43,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1995,1995,TONNE,Tonnes,3,Thousands,,,2.897,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1996,1996,TONNE,Tonnes,3,Thousands,,,2.401,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1997,1997,TONNE,Tonnes,3,Thousands,,,1.908,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1998,1998,TONNE,Tonnes,3,Thousands,,,1.459,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,1999,1999,TONNE,Tonnes,3,Thousands,,,1.135,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2000,2000,TONNE,Tonnes,3,Thousands,,,1.05,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2001,2001,TONNE,Tonnes,3,Thousands,,,0.842,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2002,2002,TONNE,Tonnes,3,Thousands,,,0.662,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2003,2003,TONNE,Tonnes,3,Thousands,,,0.587,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2004,2004,TONNE,Tonnes,3,Thousands,,,0.513,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2005,2005,TONNE,Tonnes,3,Thousands,,,0.548,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2006,2006,TONNE,Tonnes,3,Thousands,,,0.39,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2007,2007,TONNE,Tonnes,3,Thousands,,,0.399,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2008,2008,TONNE,Tonnes,3,Thousands,,,0.42,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2009,2009,TONNE,Tonnes,3,Thousands,,,0.403,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2010,2010,TONNE,Tonnes,3,Thousands,,,0.436,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2011,2011,TONNE,Tonnes,3,Thousands,,,0.383,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2012,2012,TONNE,Tonnes,3,Thousands,,,0.398,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2013,2013,TONNE,Tonnes,3,Thousands,,,0.347,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2014,2014,TONNE,Tonnes,3,Thousands,,,0.392,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2015,2015,TONNE,Tonnes,3,Thousands,,,0.39,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2016,2016,TONNE,Tonnes,3,Thousands,,,0.335,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2017,2017,TONNE,Tonnes,3,Thousands,,,0.37,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2018,2018,TONNE,Tonnes,3,Thousands,,,0.363,,
FRA,France,SOX,Sulphur Oxides,MISC_WASTE,Waste,2019,2019,TONNE,Tonnes,3,Thousands,,,0.348,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1990,1990,IDX,Index,0,Units,1990_100,1990=100,100,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1991,1991,IDX,Index,0,Units,1990_100,1990=100,107.032,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1992,1992,IDX,Index,0,Units,1990_100,1990=100,95.331,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1993,1993,IDX,Index,0,Units,1990_100,1990=100,82.901,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1994,1994,IDX,Index,0,Units,1990_100,1990=100,77.236,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1995,1995,IDX,Index,0,Units,1990_100,1990=100,72.859,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1996,1996,IDX,Index,0,Units,1990_100,1990=100,71.902,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1997,1997,IDX,Index,0,Units,1990_100,1990=100,60.897,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1998,1998,IDX,Index,0,Units,1990_100,1990=100,63.427,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",1999,1999,IDX,Index,0,Units,1990_100,1990=100,55.572,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2000,2000,IDX,Index,0,Units,1990_100,1990=100,47.914,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2001,2001,IDX,Index,0,Units,1990_100,1990=100,43.508,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2002,2002,IDX,Index,0,Units,1990_100,1990=100,40.343,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2003,2003,IDX,Index,0,Units,1990_100,1990=100,38.997,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2004,2004,IDX,Index,0,Units,1990_100,1990=100,37.461,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2005,2005,IDX,Index,0,Units,1990_100,1990=100,35.948,,
FRA,France,SOX,Sulphur Oxides,INDEX_1990,"Total emissions, Index 1990 = 100",2006,2006,IDX,Index,0,Units,1990_100,1990=100,33.333,,
